Board%20Of%20Supervisors-Breed%2C%20London-Sfaa-Sfaa,3
Board%20Of%20Supervisors-Brown%2C%20Valle-Platinum%20Advisors-Wasserman%20Media%20Group,1
Board%20Of%20Supervisors-Brown%2C%20Vallie-Barbary%20Coast%20Consulting-Umpqua%20Bank,1
Board%20Of%20Supervisors-Brown%2C%20Vallie-Bergdavis%20Public%20Affairs-Oryx%20Partners%20Llc,2
Board%20Of%20Supervisors-Brown%2C%20Vallie-Bergdavis%20Public%20Affairs-Westlake%20Urban%2Cllc,2
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Barbary%20Coast%20Consulting-Umpqua%20Bank,1
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Committee%20On%20Jobs-Committee%20On%20Jobs,2
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Goodyear%20Peterson%20Hayward%20%26%20Associates-Uber%20Technologies,1
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Lapointe%20And%20Associates-181%20Fremont%20%20Llc,1
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Platinum%20Advisors-Boston%20Properties%20Limited%20Partnership,1
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Platinum%20Advisors-Trumark%20Commercial,3
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Gaehwiler%20Construction%20Inc.,2
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-J2%20Properties,1
Board%20Of%20Supervisors-Bruss%2C%20Andrea-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Jeremy%20Ricks,1
Board%20Of%20Supervisors-Bruss%2C%20Andrea-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,2
Board%20Of%20Supervisors-Campos%2C%20David-Airbnb-Airbnb,1
Board%20Of%20Supervisors-Campos%2C%20David-Barbary%20Coast%20Consulting-Safeway,1
Board%20Of%20Supervisors-Campos%2C%20David-Barbary%20Coast%20Consulting-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Campos%2C%20David-Bmwl%20%26%20Partners%2C%20Inc-American%20Beverage%20Association,1
Board%20Of%20Supervisors-Campos%2C%20David-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,5
Board%20Of%20Supervisors-Campos%2C%20David-Coalition%20For%20Better%20Housing-Coalition%20For%20Better%20Housing,3
Board%20Of%20Supervisors-Campos%2C%20David-Daniller%20Consulting%20Inc.-Beverages%20%26%20More,1
Board%20Of%20Supervisors-Campos%2C%20David-Goodyear%20Peterson%20Hayward%20%26%20Associates-Integral%20Development%20Llc,1
Board%20Of%20Supervisors-Campos%2C%20David-Ground%20Floor%20Public%20Affairs-Square%2C%20Inc.,1
Board%20Of%20Supervisors-Campos%2C%20David-Lapointe%20And%20Associates-Archdiocese%20Of%20San%20Francisco,3
Board%20Of%20Supervisors-Campos%2C%20David-Lapointe%20And%20Associates-Forest%20City%20Enterprises,1
Board%20Of%20Supervisors-Campos%2C%20David-Moscone%20Emblidge%20Sater%20%26%20Otis-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Campos%2C%20David-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Campos%2C%20David-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Campos%2C%20David-Pacific%20Gas%20And%20Electric%20Company-Pacific%20Gas%20And%20Electric%20Company,1
Board%20Of%20Supervisors-Campos%2C%20David-Philip%20Lesser-Jcn%20Developers%20Llc,1
Board%20Of%20Supervisors-Campos%2C%20David-Platinum%20Advisors-Lennar%20Residential,1
Board%20Of%20Supervisors-Campos%2C%20David-Public%20Advocacy%20Partners-Maximus%20Real%20Estate%20Partners,1
Board%20Of%20Supervisors-Campos%2C%20David-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Boston%20Properties,1
Board%20Of%20Supervisors-Campos%2C%20David-San%20Francisco%20Association%20Of%20Realtors-San%20Francisco%20Association%20Of%20Realtors,2
Board%20Of%20Supervisors-Campos%2C%20David-Sfaa-Maximus%20Realty%20Partners,1
Board%20Of%20Supervisors-Campos%2C%20David-Sfaa-Sfaa,2
Board%20Of%20Supervisors-Chan%2C%20Amy-Bergdavis%20Public%20Affairs-Cvs%20Pharmacy,4
Board%20Of%20Supervisors-Chan%2C%20Amy-Platinum%20Advisors-Airbnb,2
Board%20Of%20Supervisors-Chan%2C%20Amy-San%20Francisco%20Association%20Of%20Realtors-San%20Francisco%20Association%20Of%20Realtors,1
Board%20Of%20Supervisors-Chan%2C%20Yo%20Yo-Lapointe%20And%20Associates-181%20Fremont%20%20Llc,1
Board%20Of%20Supervisors-Chan%2C%20Yo%20Yo-Lapointe%20And%20Associates-Archdiocese%20Of%20San%20Francisco,4
Board%20Of%20Supervisors-Chan%2C%20Yoyo-Goodyear%20Peterson%20Hayward%20%26%20Associates-Grocery%20Outlet,1
Board%20Of%20Supervisors-Chiu%2C%20David-Airbnb-Airbnb,10
Board%20Of%20Supervisors-Chiu%2C%20David-Airbnb-Airbnb%20Inc.,1
Board%20Of%20Supervisors-Chiu%2C%20David-Baybio-Baybio,13
Board%20Of%20Supervisors-Chiu%2C%20David-Bergdavis%20Public%20Affairs-Cvs%20Pharmacy,4
Board%20Of%20Supervisors-Chiu%2C%20David-Bergdavis%20Public%20Affairs-Nike%2C%20Inc.,2
Board%20Of%20Supervisors-Chiu%2C%20David-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,6
Board%20Of%20Supervisors-Chiu%2C%20David-Coalition%20For%20Better%20Housing-Coalition%20For%20Better%20Housing,3
Board%20Of%20Supervisors-Chiu%2C%20David-Committee%20On%20Jobs-Committee%20On%20Jobs,5
Board%20Of%20Supervisors-Chiu%2C%20David-Daniller%20Consulting%20Inc.-Beverages%20%26%20More,1
Board%20Of%20Supervisors-Chiu%2C%20David-Goodyear%20Peterson%20Hayward%20%26%20Associates-Integral%20Development%20Llc,1
Board%20Of%20Supervisors-Chiu%2C%20David-Goodyear%20Peterson%20Hayward%20%26%20Associates-San%20Francisco%20Auto%20Jobs%20Alliance,1
Board%20Of%20Supervisors-Chiu%2C%20David-Goodyear-Peterson%2C%20Llc-Facebook,1
Board%20Of%20Supervisors-Chiu%2C%20David-Goodyear-Peterson%2C%20Llc-San%20Francisco%20Bar%20Pilots,1
Board%20Of%20Supervisors-Chiu%2C%20David-Goodyear-Peterson%2C%20Llc-San%20Francisco%20Parks%20Alliance,1
Board%20Of%20Supervisors-Chiu%2C%20David-Ground%20Floor%20Public%20Affairs-Lyft,1
Board%20Of%20Supervisors-Chiu%2C%20David-Marsha%20Garland%20Public%20Relations-1433%20Bush%20Llc,1
Board%20Of%20Supervisors-Chiu%2C%20David-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Chiu%2C%20David-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Chiu%2C%20David-Patty-Jo%20Rutland%20Consulting%20Llc-Uber,1
Board%20Of%20Supervisors-Chiu%2C%20David-Platinum%20Advisors-Airbnb,8
Board%20Of%20Supervisors-Chiu%2C%20David-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,1
Board%20Of%20Supervisors-Chiu%2C%20David-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Jeremy%20Ricks,1
Board%20Of%20Supervisors-Chiu%2C%20David-San%20Francisco%20Association%20Of%20Realtors-San%20Francisco%20Association%20Of%20Realtors,4
Board%20Of%20Supervisors-Chiu%2C%20David-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,10
Board%20Of%20Supervisors-Chiu%2C%20David-Self-Cornerstone%20Consulting%20%26%20Technology%2C%20Inc.,4
Board%20Of%20Supervisors-Chiu%2C%20David-Sfaa-Presidio%20Bay%20Ventures,1
Board%20Of%20Supervisors-Chu%2C%20Carmen-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,3
Board%20Of%20Supervisors-Chu%2C%20Carmen-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Beacon%20Capital%20Partners,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-Airbnb-Airbnb,5
Board%20Of%20Supervisors-Cohen%2C%20Malia-Barbary%20Coast%20Consulting-Umpqua%20Bank,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Bergdavis%20Public%20Affairs-Home%20Depot,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-Bergdavis%20Public%20Affairs-Related%20California,6
Board%20Of%20Supervisors-Cohen%2C%20Malia-Bmwl%20%26%20Partners%2C%20Inc-American%20Beverage%20Association,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,6
Board%20Of%20Supervisors-Cohen%2C%20Malia-Committee%20On%20Jobs-Committee%20On%20Jobs,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-Farella%20Braun%20And%20Martel-Sks%20Partners%2C%20Llc,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Goodyear-Peterson%2C%20Llc-Facebook,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-James%20Ross-Gap%20Inc.,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-Kevin%20Carroll-San%20Francisco%20Hotel%20Council,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Kls%20Consulting-De%20Anza%20Properties,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Lapointe%20And%20Associates-181%20Fremont%20%20Llc,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Platinum%20Advisors-Bay%20West%20Development,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Platinum%20Advisors-Golden%20State%20Warriors,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Platinum%20Advisors-Trumark%20Commercial,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Contest%20Promotions,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Gaehwiler%20Construction%20Inc.,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-San%20Francisco%20Association%20Of%20Realtors-San%20Francisco%20Association%20Of%20Realtors,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,3
Board%20Of%20Supervisors-Cohen%2C%20Malia-Self-Bgn%20Properties%2C%20Llc,2
Board%20Of%20Supervisors-Cohen%2C%20Malia-Sfaa-Sfaa,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Tishman%20Speyer%20Properties%2C%20L.p.-Tishman%20Speyer%20Properties%2C%20L.p.,1
Board%20Of%20Supervisors-Cohen%2C%20Malia-Visa-Visa%2C%20Inc,2
Board%20Of%20Supervisors-Cretan%2C%20Jeff-Lapointe%20And%20Associates-Archdiocese%20Of%20San%20Francisco,10
Board%20Of%20Supervisors-Farrell%2C%20Mark-Airbnb-Airbnb,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Barbary%20Coast%20Consulting-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Bergdavis%20Public%20Affairs-Nike%2C%20Inc.,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Bergdavis%20Public%20Affairs-Oryx%20Partners%20Llc,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Bmwl%20%26%20Partners%2C%20Inc-American%20Beverage%20Association,2
Board%20Of%20Supervisors-Farrell%2C%20Mark-Bmwl%20%26%20Partners%2C%20Inc-No%20On%20E%20Stop%20Unfair%20Beverage%20Taxes,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Bmwl%20%26%20Partners%2C%20Inc-San%20Francisco%20Arts%20Alliance,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,6
Board%20Of%20Supervisors-Farrell%2C%20Mark-Committee%20On%20Jobs-Committee%20On%20Jobs,9
Board%20Of%20Supervisors-Farrell%2C%20Mark-Goodyear%20Peterson%20Hayward%20%26%20Associates-California%20Pacific%20Medical%20Center,3
Board%20Of%20Supervisors-Farrell%2C%20Mark-Goodyear%20Peterson%20Hayward%20%26%20Associates-Integral%20Development%20Llc,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Goodyear-Peterson%2C%20Llc-San%20Francisco%20Parks%20Alliance,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-James%20Ross-Gap%20Inc.,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Kevin%20Carroll-San%20Francisco%20Hotel%20Council,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Lapointe%20And%20Associates-181%20Fremont%20%20Llc,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Moscone%20Emblidge%20Sater%20%26%20Otis-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Pacific%20Gas%20And%20Electric%20Company-Pacific%20Gas%20And%20Electric%20Company,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Boston%20Properties,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Detert/marcus%20And%20David,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Edward%20Shoikhet,1
Board%20Of%20Supervisors-Farrell%2C%20Mark-San%20Francisco%20Association%20Of%20Realtors-San%20Francisco%20Association%20Of%20Realtors,8
Board%20Of%20Supervisors-Farrell%2C%20Mark-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,22
Board%20Of%20Supervisors-Farrell%2C%20Mark-Self-Cornerstone%20Consulting%20%26%20Technology%2C%20Inc.,8
Board%20Of%20Supervisors-Farrell%2C%20Mark-Visa-Visa%2C%20Inc,2
Board%20Of%20Supervisors-Goosen%2C%20Carolyn-Pacific%20Gas%20And%20Electric%20Company-Pacific%20Gas%20And%20Electric%20Company,1
Board%20Of%20Supervisors-Johnston%2C%20Connor-Platinum%20Advisors-Teamsters%20Local%20853,1
Board%20Of%20Supervisors-Johnston%2C%20Conor-Platinum%20Advisors-Wasserman%20Media%20Group,1
Board%20Of%20Supervisors-Johnston%2C%20Conor-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Jeremy%20Ricks,1
Board%20Of%20Supervisors-Johnston%2C%20Conor-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,6
Board%20Of%20Supervisors-Kelly%2C%20Margaux-Pacific%20Gas%20And%20Electric%20Company-Pacific%20Gas%20And%20Electric%20Company,1
Board%20Of%20Supervisors-Kelly%2C%20Margaux-Patty-Jo%20Rutland%20Consulting%20Llc-Uber,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Airbnb-Airbnb,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Barbary%20Coast%20Consulting-Paramount%20Group%2C%20Inc.,7
Board%20Of%20Supervisors-Kim%2C%20Jane-Barbary%20Coast%20Consulting-Safeway,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Bergdavis%20Public%20Affairs-Van%20Wagner%20Communications,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,5
Board%20Of%20Supervisors-Kim%2C%20Jane-Committee%20On%20Jobs-Committee%20On%20Jobs,3
Board%20Of%20Supervisors-Kim%2C%20Jane-Farella%20Braun%20And%20Martel-Equity%20Residential,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Goodyear%20Peterson%20Hayward%20%26%20Associates-Integral%20Development%20Llc,4
Board%20Of%20Supervisors-Kim%2C%20Jane-Goodyear%20Peterson%20Hayward%20%26%20Associates-Strada%20Investment%20Group,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Hms%20Associates-Forest%20City,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Lapointe%20And%20Associates-181%20Fremont%20%20Llc,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Lapointe%20And%20Associates-Archdiocese%20Of%20San%20Francisco,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Pacific%20Gas%20And%20Electric%20Company-Pacific%20Gas%20And%20Electric%20Company,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Platinum%20Advisors-Boston%20Properties%20Limited%20Partnership,1
Board%20Of%20Supervisors-Kim%2C%20Jane-Platinum%20Advisors-Wasserman%20Media%20Group,2
Board%20Of%20Supervisors-Kim%2C%20Jane-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,2
Board%20Of%20Supervisors-Kim%2C%20Jane-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,3
Board%20Of%20Supervisors-Lane%2C%20Laura-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,3
Board%20Of%20Supervisors-Lauterborn%2C%20Peter-Barbary%20Coast%20Consulting-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Lee%2C%20Ivy-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,2
Board%20Of%20Supervisors-Lim%2C%20Victor-Bergdavis%20Public%20Affairs-Cvs%20Pharmacy,1
Board%20Of%20Supervisors-Lim%2C%20Victor-Sgc%20Strategic%20Communications-Happy%20Vape,1
Board%20Of%20Supervisors-Lo%2C%20Jen-Sgc%20Strategic%20Communications-Happy%20Vape,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Airbnb-Airbnb,3
Board%20Of%20Supervisors-Mar%2C%20Eric-Barbary%20Coast%20Consulting-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Building%20Owners%20And%20Managers%20Association%20Of%20San%20Francisco-Boma%20San%20Francisco,7
Board%20Of%20Supervisors-Mar%2C%20Eric-Coalition%20For%20Better%20Housing-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Committee%20On%20Jobs-Committee%20On%20Jobs,2
Board%20Of%20Supervisors-Mar%2C%20Eric-Goodyear%20Peterson%20Hayward%20%26%20Associates-Integral%20Development%20Llc,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Goodyear-Peterson%2C%20Llc-Facebook,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Kevin%20Carroll-San%20Francisco%20Hotel%20Council,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Moscone%20Emblidge%20Sater%20%26%20Otis-San%20Francisco%20Federal%20Credit%20Union,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-Coalition%20For%20Better%20Housing,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Nielsen%20Merksamer%20Parrinello%20Gross%20%26%20Leoni%20Llp-San%20Francisco%20Apartment%20Association,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Daniel%20Rabin,1
Board%20Of%20Supervisors-Mar%2C%20Eric-Reuben%2C%20Junius%20%26%20Rose%2C%20Llp-Edward%20Shoikhet,1
Board%20Of%20Supervisors-Mar%2C%20Eric-San%20Francisco%20Chamber%20Of%20Commerce-San%20Francisco%20Chamber%20Of%20Commerce,3
Board%20Of%20Supervisors-Mar%2C%20Eric-Self-Cornerstone%20Consulting%20%26%20Technology%2C%20Inc.,7
